evaluations raw_y
1 2.6443405761
2 0.8469890071
3 0.5124918578
6 0.4310115600
7 0.4304906489
8 0.4304783994
9 0.4304727696
10 0.4304720359
20 0.4305351501
evaluations raw_y
1 1.0177489082
4 0.9383984440
20 0.9383984440
evaluations raw_y
1 2.5344443425
2 0.4128619317
4 0.3429246130
20 0.3429246130
evaluations raw_y
1 3.8211235905
2 1.2661903537
6 1.2625483143
20 1.2625498336
evaluations raw_y
1 1.8855113151
2 0.8467421791
3 0.6053307887
4 0.4495681275
20 0.4495681275
