evaluations raw_y
1 7.6495694176
3 6.8663417029
5 3.9959211387
7 3.6439655120
20 3.6439655120
evaluations raw_y
1 7.3353943896
4 5.2870065700
5 3.5955196594
20 3.5955196594
evaluations raw_y
1 12.8519932936
2 4.0785478110
6 3.9986092809
7 3.9964757838
20 3.9964972368
evaluations raw_y
1 14.2165181998
2 13.1589827523
3 12.0842327874
4 11.1705026999
5 10.1538893382
6 9.0844739315
8 9.0665028438
20 9.0665028438
evaluations raw_y
1 11.1093914142
3 10.0982448612
4 9.5328465116
20 9.5328465116
